measurement_id,pair_id,timestamp,api_type,scenario_id,scenario_name,repository,owner,repo,run_number,order_index,http_status,success,elapsed_ms,response_bytes,request_count,attempts,token_label,error
Textualize/rich:C4:run019:GraphQL,Textualize/rich:C4:run019,2026-06-22T11:05:33.044387Z,GraphQL,C4,combined_repository_prs_issues,Textualize/rich,Textualize,rich,19,1,200,1,785.903,5577,1,1,GITHUB_GRAPHQL_TOKEN,
Textualize/rich:C4:run019:REST,Textualize/rich:C4:run019,2026-06-22T11:05:35.054847Z,REST,C4,combined_repository_prs_issues,Textualize/rich,Textualize,rich,19,2,200,1,2004.959,270807,3,3,GITHUB_REST_TOKEN,
FoundationAgents/OpenManus:C1:run019:REST,FoundationAgents/OpenManus:C1:run019,2026-06-22T11:05:35.531247Z,REST,C1,repository_metadata,FoundationAgents/OpenManus,FoundationAgents,OpenManus,19,1,200,1,475.194,6835,1,1,GITHUB_REST_TOKEN,
FoundationAgents/OpenManus:C1:run019:GraphQL,FoundationAgents/OpenManus:C1:run019,2026-06-22T11:05:35.991533Z,GraphQL,C1,repository_metadata,FoundationAgents/OpenManus,FoundationAgents,OpenManus,19,2,200,1,459.336,472,1,1,GITHUB_GRAPHQL_TOKEN,
FoundationAgents/OpenManus:C2:run019:REST,FoundationAgents/OpenManus:C2:run019,2026-06-22T11:05:36.888025Z,REST,C2,recent_pull_requests,FoundationAgents/OpenManus,FoundationAgents,OpenManus,19,1,200,1,893.011,161915,1,1,GITHUB_REST_TOKEN,
FoundationAgents/OpenManus:C2:run019:GraphQL,FoundationAgents/OpenManus:C2:run019,2026-06-22T11:05:37.782349Z,GraphQL,C2,recent_pull_requests,FoundationAgents/OpenManus,FoundationAgents,OpenManus,19,2,200,1,893.115,2851,1,1,GITHUB_GRAPHQL_TOKEN,
FoundationAgents/OpenManus:C3:run019:REST,FoundationAgents/OpenManus:C3:run019,2026-06-22T11:05:38.421838Z,REST,C3,recent_issues,FoundationAgents/OpenManus,FoundationAgents,OpenManus,19,1,200,1,637.424,43947,1,1,GITHUB_REST_TOKEN,
FoundationAgents/OpenManus:C3:run019:GraphQL,FoundationAgents/OpenManus:C3:run019,2026-06-22T11:05:38.924121Z,GraphQL,C3,recent_issues,FoundationAgents/OpenManus,FoundationAgents,OpenManus,19,2,200,1,501.188,2222,1,1,GITHUB_GRAPHQL_TOKEN,
FoundationAgents/OpenManus:C4:run019:GraphQL,FoundationAgents/OpenManus:C4:run019,2026-06-22T11:05:39.814653Z,GraphQL,C4,combined_repository_prs_issues,FoundationAgents/OpenManus,FoundationAgents,OpenManus,19,1,200,1,889.332,5507,1,1,GITHUB_GRAPHQL_TOKEN,
FoundationAgents/OpenManus:C4:run019:REST,FoundationAgents/OpenManus:C4:run019,2026-06-22T11:05:41.834221Z,REST,C4,combined_repository_prs_issues,FoundationAgents/OpenManus,FoundationAgents,OpenManus,19,2,200,1,2015.792,212697,3,3,GITHUB_REST_TOKEN,
ageitgey/face_recognition:C1:run019:REST,ageitgey/face_recognition:C1:run019,2026-06-22T11:05:42.177905Z,REST,C1,repository_metadata,ageitgey/face_recognition,ageitgey,face_recognition,19,1,200,1,342.608,5711,1,1,GITHUB_REST_TOKEN,
ageitgey/face_recognition:C1:run019:GraphQL,ageitgey/face_recognition:C1:run019,2026-06-22T11:05:42.623736Z,GraphQL,C1,repository_metadata,ageitgey/face_recognition,ageitgey,face_recognition,19,2,200,1,444.921,495,1,1,GITHUB_GRAPHQL_TOKEN,
ageitgey/face_recognition:C2:run019:REST,ageitgey/face_recognition:C2:run019,2026-06-22T11:05:43.271392Z,REST,C2,recent_pull_requests,ageitgey/face_recognition,ageitgey,face_recognition,19,1,200,1,643.577,166968,1,1,GITHUB_REST_TOKEN,
ageitgey/face_recognition:C2:run019:GraphQL,ageitgey/face_recognition:C2:run019,2026-06-22T11:05:43.960127Z,GraphQL,C2,recent_pull_requests,ageitgey/face_recognition,ageitgey,face_recognition,19,2,200,1,687.357,2613,1,1,GITHUB_GRAPHQL_TOKEN,
ageitgey/face_recognition:C3:run019:REST,ageitgey/face_recognition:C3:run019,2026-06-22T11:05:44.665057Z,REST,C3,recent_issues,ageitgey/face_recognition,ageitgey,face_recognition,19,1,200,1,703.016,34312,1,1,GITHUB_REST_TOKEN,
ageitgey/face_recognition:C3:run019:GraphQL,ageitgey/face_recognition:C3:run019,2026-06-22T11:05:45.236815Z,GraphQL,C3,recent_issues,ageitgey/face_recognition,ageitgey,face_recognition,19,2,200,1,570.578,2316,1,1,GITHUB_GRAPHQL_TOKEN,
ageitgey/face_recognition:C4:run019:REST,ageitgey/face_recognition:C4:run019,2026-06-22T11:05:46.826840Z,REST,C4,combined_repository_prs_issues,ageitgey/face_recognition,ageitgey,face_recognition,19,1,200,1,1585.194,206991,3,3,GITHUB_REST_TOKEN,
ageitgey/face_recognition:C4:run019:GraphQL,ageitgey/face_recognition:C4:run019,2026-06-22T11:05:47.716153Z,GraphQL,C4,combined_repository_prs_issues,ageitgey/face_recognition,ageitgey,face_recognition,19,2,200,1,888.183,5386,1,1,GITHUB_GRAPHQL_TOKEN,
MemPalace/mempalace:C1:run019:GraphQL,MemPalace/mempalace:C1:run019,2026-06-22T11:05:48.177750Z,GraphQL,C1,repository_metadata,MemPalace/mempalace,MemPalace,mempalace,19,1,200,1,460.582,473,1,1,GITHUB_GRAPHQL_TOKEN,
MemPalace/mempalace:C1:run019:REST,MemPalace/mempalace:C1:run019,2026-06-22T11:05:48.698324Z,REST,C1,repository_metadata,MemPalace/mempalace,MemPalace,mempalace,19,2,200,1,519.590,6428,1,1,GITHUB_REST_TOKEN,
MemPalace/mempalace:C2:run019:GraphQL,MemPalace/mempalace:C2:run019,2026-06-22T11:05:49.359484Z,GraphQL,C2,recent_pull_requests,MemPalace/mempalace,MemPalace,mempalace,19,1,200,1,660.055,2836,1,1,GITHUB_GRAPHQL_TOKEN,
MemPalace/mempalace:C2:run019:REST,MemPalace/mempalace:C2:run019,2026-06-22T11:05:50.298589Z,REST,C2,recent_pull_requests,MemPalace/mempalace,MemPalace,mempalace,19,2,200,1,934.952,210044,1,1,GITHUB_REST_TOKEN,
MemPalace/mempalace:C3:run019:GraphQL,MemPalace/mempalace:C3:run019,2026-06-22T11:05:50.788150Z,GraphQL,C3,recent_issues,MemPalace/mempalace,MemPalace,mempalace,19,1,200,1,488.440,2651,1,1,GITHUB_GRAPHQL_TOKEN,
MemPalace/mempalace:C3:run019:REST,MemPalace/mempalace:C3:run019,2026-06-22T11:05:51.614817Z,REST,C3,recent_issues,MemPalace/mempalace,MemPalace,mempalace,19,2,200,1,824.754,56669,1,1,GITHUB_REST_TOKEN,
MemPalace/mempalace:C4:run019:GraphQL,MemPalace/mempalace:C4:run019,2026-06-22T11:05:52.461975Z,GraphQL,C4,combined_repository_prs_issues,MemPalace/mempalace,MemPalace,mempalace,19,1,200,1,845.852,5922,1,1,GITHUB_GRAPHQL_TOKEN,
MemPalace/mempalace:C4:run019:REST,MemPalace/mempalace:C4:run019,2026-06-22T11:05:54.731093Z,REST,C4,combined_repository_prs_issues,MemPalace/mempalace,MemPalace,mempalace,19,2,200,1,2264.308,273141,3,3,GITHUB_REST_TOKEN,
deepfakes/faceswap:C1:run019:REST,deepfakes/faceswap:C1:run019,2026-06-22T11:05:55.079944Z,REST,C1,repository_metadata,deepfakes/faceswap,deepfakes,faceswap,19,1,200,1,348.307,5563,1,1,GITHUB_REST_TOKEN,
deepfakes/faceswap:C1:run019:GraphQL,deepfakes/faceswap:C1:run019,2026-06-22T11:05:55.497519Z,GraphQL,C1,repository_metadata,deepfakes/faceswap,deepfakes,faceswap,19,2,200,1,416.933,431,1,1,GITHUB_GRAPHQL_TOKEN,
deepfakes/faceswap:C2:run019:REST,deepfakes/faceswap:C2:run019,2026-06-22T11:05:56.266686Z,REST,C2,recent_pull_requests,deepfakes/faceswap,deepfakes,faceswap,19,1,200,1,767.649,166174,1,1,GITHUB_REST_TOKEN,
deepfakes/faceswap:C2:run019:GraphQL,deepfakes/faceswap:C2:run019,2026-06-22T11:05:57.025481Z,GraphQL,C2,recent_pull_requests,deepfakes/faceswap,deepfakes,faceswap,19,2,200,1,758.094,2653,1,1,GITHUB_GRAPHQL_TOKEN,
deepfakes/faceswap:C3:run019:REST,deepfakes/faceswap:C3:run019,2026-06-22T11:05:57.721921Z,REST,C3,recent_issues,deepfakes/faceswap,deepfakes,faceswap,19,1,200,1,694.975,113061,1,1,GITHUB_REST_TOKEN,
deepfakes/faceswap:C3:run019:GraphQL,deepfakes/faceswap:C3:run019,2026-06-22T11:05:58.226609Z,GraphQL,C3,recent_issues,deepfakes/faceswap,deepfakes,faceswap,19,2,200,1,503.817,2179,1,1,GITHUB_GRAPHQL_TOKEN,
deepfakes/faceswap:C4:run019:REST,deepfakes/faceswap:C4:run019,2026-06-22T11:06:00.433228Z,REST,C4,combined_repository_prs_issues,deepfakes/faceswap,deepfakes,faceswap,19,1,200,1,2201.179,284798,3,3,GITHUB_REST_TOKEN,
deepfakes/faceswap:C4:run019:GraphQL,deepfakes/faceswap:C4:run019,2026-06-22T11:06:01.348641Z,GraphQL,C4,combined_repository_prs_issues,deepfakes/faceswap,deepfakes,faceswap,19,2,200,1,914.373,5225,1,1,GITHUB_GRAPHQL_TOKEN,
AntonOsika/gpt-engineer:C1:run019:REST,AntonOsika/gpt-engineer:C1:run019,2026-06-22T11:06:01.673843Z,REST,C1,repository_metadata,AntonOsika/gpt-engineer,AntonOsika,gpt-engineer,19,1,200,1,324.173,5687,1,1,GITHUB_REST_TOKEN,
AntonOsika/gpt-engineer:C1:run019:GraphQL,AntonOsika/gpt-engineer:C1:run019,2026-06-22T11:06:02.139774Z,GraphQL,C1,repository_metadata,AntonOsika/gpt-engineer,AntonOsika,gpt-engineer,19,2,200,1,464.923,486,1,1,GITHUB_GRAPHQL_TOKEN,
AntonOsika/gpt-engineer:C2:run019:GraphQL,AntonOsika/gpt-engineer:C2:run019,2026-06-22T11:06:02.993022Z,GraphQL,C2,recent_pull_requests,AntonOsika/gpt-engineer,AntonOsika,gpt-engineer,19,1,200,1,852.207,2675,1,1,GITHUB_GRAPHQL_TOKEN,
AntonOsika/gpt-engineer:C2:run019:REST,AntonOsika/gpt-engineer:C2:run019,2026-06-22T11:06:03.886333Z,REST,C2,recent_pull_requests,AntonOsika/gpt-engineer,AntonOsika,gpt-engineer,19,2,200,1,889.941,166164,1,1,GITHUB_REST_TOKEN,
AntonOsika/gpt-engineer:C3:run019:REST,AntonOsika/gpt-engineer:C3:run019,2026-06-22T11:06:04.546609Z,REST,C3,recent_issues,AntonOsika/gpt-engineer,AntonOsika,gpt-engineer,19,1,200,1,658.368,35218,1,1,GITHUB_REST_TOKEN,
AntonOsika/gpt-engineer:C3:run019:GraphQL,AntonOsika/gpt-engineer:C3:run019,2026-06-22T11:06:05.027367Z,GraphQL,C3,recent_issues,AntonOsika/gpt-engineer,AntonOsika,gpt-engineer,19,2,200,1,479.598,2317,1,1,GITHUB_GRAPHQL_TOKEN,
AntonOsika/gpt-engineer:C4:run019:GraphQL,AntonOsika/gpt-engineer:C4:run019,2026-06-22T11:06:05.971852Z,GraphQL,C4,combined_repository_prs_issues,AntonOsika/gpt-engineer,AntonOsika,gpt-engineer,19,1,200,1,943.060,5440,1,1,GITHUB_GRAPHQL_TOKEN,
AntonOsika/gpt-engineer:C4:run019:REST,AntonOsika/gpt-engineer:C4:run019,2026-06-22T11:06:07.508441Z,REST,C4,combined_repository_prs_issues,AntonOsika/gpt-engineer,AntonOsika,gpt-engineer,19,2,200,1,1531.721,207069,3,3,GITHUB_REST_TOKEN,
Zie619/n8n-workflows:C1:run019:GraphQL,Zie619/n8n-workflows:C1:run019,2026-06-22T11:06:08.012609Z,GraphQL,C1,repository_metadata,Zie619/n8n-workflows,Zie619,n8n-workflows,19,1,200,1,503.148,473,1,1,GITHUB_GRAPHQL_TOKEN,
Zie619/n8n-workflows:C1:run019:REST,Zie619/n8n-workflows:C1:run019,2026-06-22T11:06:08.357266Z,REST,C1,repository_metadata,Zie619/n8n-workflows,Zie619,n8n-workflows,19,2,200,1,343.583,5376,1,1,GITHUB_REST_TOKEN,
Zie619/n8n-workflows:C2:run019:GraphQL,Zie619/n8n-workflows:C2:run019,2026-06-22T11:06:09.425892Z,GraphQL,C2,recent_pull_requests,Zie619/n8n-workflows,Zie619,n8n-workflows,19,1,200,1,1067.339,2601,1,1,GITHUB_GRAPHQL_TOKEN,
Zie619/n8n-workflows:C2:run019:REST,Zie619/n8n-workflows:C2:run019,2026-06-22T11:06:10.172090Z,REST,C2,recent_pull_requests,Zie619/n8n-workflows,Zie619,n8n-workflows,19,2,200,1,742.747,169716,1,1,GITHUB_REST_TOKEN,
Zie619/n8n-workflows:C3:run019:REST,Zie619/n8n-workflows:C3:run019,2026-06-22T11:06:10.727481Z,REST,C3,recent_issues,Zie619/n8n-workflows,Zie619,n8n-workflows,19,1,200,1,553.773,31746,1,1,GITHUB_REST_TOKEN,
Zie619/n8n-workflows:C3:run019:GraphQL,Zie619/n8n-workflows:C3:run019,2026-06-22T11:06:11.225646Z,GraphQL,C3,recent_issues,Zie619/n8n-workflows,Zie619,n8n-workflows,19,2,200,1,497.179,2053,1,1,GITHUB_GRAPHQL_TOKEN,
Zie619/n8n-workflows:C4:run019:GraphQL,Zie619/n8n-workflows:C4:run019,2026-06-22T11:06:12.397047Z,GraphQL,C4,combined_repository_prs_issues,Zie619/n8n-workflows,Zie619,n8n-workflows,19,1,200,1,1170.257,5089,1,1,GITHUB_GRAPHQL_TOKEN,
Zie619/n8n-workflows:C4:run019:REST,Zie619/n8n-workflows:C4:run019,2026-06-22T11:06:14.139404Z,REST,C4,combined_repository_prs_issues,Zie619/n8n-workflows,Zie619,n8n-workflows,19,2,200,1,1737.561,206838,3,3,GITHUB_REST_TOKEN,
karpathy/nanochat:C1:run019:REST,karpathy/nanochat:C1:run019,2026-06-22T11:06:14.544557Z,REST,C1,repository_metadata,karpathy/nanochat,karpathy,nanochat,19,1,200,1,403.864,5232,1,1,GITHUB_REST_TOKEN,
karpathy/nanochat:C1:run019:GraphQL,karpathy/nanochat:C1:run019,2026-06-22T11:06:14.953077Z,GraphQL,C1,repository_metadata,karpathy/nanochat,karpathy,nanochat,19,2,200,1,407.482,437,1,1,GITHUB_GRAPHQL_TOKEN,
karpathy/nanochat:C2:run019:GraphQL,karpathy/nanochat:C2:run019,2026-06-22T11:06:15.630686Z,GraphQL,C2,recent_pull_requests,karpathy/nanochat,karpathy,nanochat,19,1,200,1,676.428,2708,1,1,GITHUB_GRAPHQL_TOKEN,
karpathy/nanochat:C2:run019:REST,karpathy/nanochat:C2:run019,2026-06-22T11:06:16.378587Z,REST,C2,recent_pull_requests,karpathy/nanochat,karpathy,nanochat,19,2,200,1,743.688,164614,1,1,GITHUB_REST_TOKEN,
karpathy/nanochat:C3:run019:GraphQL,karpathy/nanochat:C3:run019,2026-06-22T11:06:16.853341Z,GraphQL,C3,recent_issues,karpathy/nanochat,karpathy,nanochat,19,1,200,1,473.665,2508,1,1,GITHUB_GRAPHQL_TOKEN,
karpathy/nanochat:C3:run019:REST,karpathy/nanochat:C3:run019,2026-06-22T11:06:17.618515Z,REST,C3,recent_issues,karpathy/nanochat,karpathy,nanochat,19,2,200,1,763.157,46972,1,1,GITHUB_REST_TOKEN,
karpathy/nanochat:C4:run019:REST,karpathy/nanochat:C4:run019,2026-06-22T11:06:19.823040Z,REST,C4,combined_repository_prs_issues,karpathy/nanochat,karpathy,nanochat,19,1,200,1,2199.116,216818,3,3,GITHUB_REST_TOKEN,
karpathy/nanochat:C4:run019:GraphQL,karpathy/nanochat:C4:run019,2026-06-22T11:06:20.795224Z,GraphQL,C4,combined_repository_prs_issues,karpathy/nanochat,karpathy,nanochat,19,2,200,1,971.019,5615,1,1,GITHUB_GRAPHQL_TOKEN,
psf/requests:C1:run019:REST,psf/requests:C1:run019,2026-06-22T11:06:21.509008Z,REST,C1,repository_metadata,psf/requests,psf,requests,19,1,200,1,712.677,6082,1,1,GITHUB_REST_TOKEN,
psf/requests:C1:run019:GraphQL,psf/requests:C1:run019,2026-06-22T11:06:22.008373Z,GraphQL,C1,repository_metadata,psf/requests,psf,requests,19,2,200,1,498.450,428,1,1,GITHUB_GRAPHQL_TOKEN,
psf/requests:C2:run019:GraphQL,psf/requests:C2:run019,2026-06-22T11:06:22.653000Z,GraphQL,C2,recent_pull_requests,psf/requests,psf,requests,19,1,200,1,643.599,2883,1,1,GITHUB_GRAPHQL_TOKEN,
psf/requests:C2:run019:REST,psf/requests:C2:run019,2026-06-22T11:06:23.509308Z,REST,C2,recent_pull_requests,psf/requests,psf,requests,19,2,200,1,852.823,158084,1,1,GITHUB_REST_TOKEN,
psf/requests:C3:run019:REST,psf/requests:C3:run019,2026-06-22T11:06:24.223796Z,REST,C3,recent_issues,psf/requests,psf,requests,19,1,200,1,712.605,46683,1,1,GITHUB_REST_TOKEN,
psf/requests:C3:run019:GraphQL,psf/requests:C3:run019,2026-06-22T11:06:24.784704Z,GraphQL,C3,recent_issues,psf/requests,psf,requests,19,2,200,1,559.912,2083,1,1,GITHUB_GRAPHQL_TOKEN,
psf/requests:C4:run019:GraphQL,psf/requests:C4:run019,2026-06-22T11:06:25.604353Z,GraphQL,C4,combined_repository_prs_issues,psf/requests,psf,requests,19,1,200,1,818.411,5356,1,1,GITHUB_GRAPHQL_TOKEN,
psf/requests:C4:run019:REST,psf/requests:C4:run019,2026-06-22T11:06:27.631658Z,REST,C4,combined_repository_prs_issues,psf/requests,psf,requests,19,2,200,1,2022.361,210849,3,3,GITHUB_REST_TOKEN,
crewAIInc/crewAI:C1:run019:REST,crewAIInc/crewAI:C1:run019,2026-06-22T11:06:28.185822Z,REST,C1,repository_metadata,crewAIInc/crewAI,crewAIInc,crewAI,19,1,200,1,553.092,6403,1,1,GITHUB_REST_TOKEN,
crewAIInc/crewAI:C1:run019:GraphQL,crewAIInc/crewAI:C1:run019,2026-06-22T11:06:28.736206Z,GraphQL,C1,repository_metadata,crewAIInc/crewAI,crewAIInc,crewAI,19,2,200,1,549.380,580,1,1,GITHUB_GRAPHQL_TOKEN,
crewAIInc/crewAI:C2:run019:REST,crewAIInc/crewAI:C2:run019,2026-06-22T11:06:29.538439Z,REST,C2,recent_pull_requests,crewAIInc/crewAI,crewAIInc,crewAI,19,1,200,1,798.482,180531,1,1,GITHUB_REST_TOKEN,
crewAIInc/crewAI:C2:run019:GraphQL,crewAIInc/crewAI:C2:run019,2026-06-22T11:06:30.212109Z,GraphQL,C2,recent_pull_requests,crewAIInc/crewAI,crewAIInc,crewAI,19,2,200,1,672.580,2953,1,1,GITHUB_GRAPHQL_TOKEN,
crewAIInc/crewAI:C3:run019:REST,crewAIInc/crewAI:C3:run019,2026-06-22T11:06:30.888207Z,REST,C3,recent_issues,crewAIInc/crewAI,crewAIInc,crewAI,19,1,200,1,674.714,88451,1,1,GITHUB_REST_TOKEN,
crewAIInc/crewAI:C3:run019:GraphQL,crewAIInc/crewAI:C3:run019,2026-06-22T11:06:31.372609Z,GraphQL,C3,recent_issues,crewAIInc/crewAI,crewAIInc,crewAI,19,2,200,1,483.820,2603,1,1,GITHUB_GRAPHQL_TOKEN,
crewAIInc/crewAI:C4:run019:GraphQL,crewAIInc/crewAI:C4:run019,2026-06-22T11:06:32.259757Z,GraphQL,C4,combined_repository_prs_issues,crewAIInc/crewAI,crewAIInc,crewAI,19,1,200,1,886.031,6098,1,1,GITHUB_GRAPHQL_TOKEN,
crewAIInc/crewAI:C4:run019:REST,crewAIInc/crewAI:C4:run019,2026-06-22T11:06:34.564967Z,REST,C4,combined_repository_prs_issues,crewAIInc/crewAI,crewAIInc,crewAI,19,2,200,1,2299.886,275385,3,3,GITHUB_REST_TOKEN,
odoo/odoo:C1:run019:GraphQL,odoo/odoo:C1:run019,2026-06-22T11:06:35.291074Z,GraphQL,C1,repository_metadata,odoo/odoo,odoo,odoo,19,1,200,1,724.932,435,1,1,GITHUB_GRAPHQL_TOKEN,
odoo/odoo:C1:run019:REST,odoo/odoo:C1:run019,2026-06-22T11:06:35.705165Z,REST,C1,repository_metadata,odoo/odoo,odoo,odoo,19,2,200,1,413.060,5892,1,1,GITHUB_REST_TOKEN,
odoo/odoo:C2:run019:GraphQL,odoo/odoo:C2:run019,2026-06-22T11:06:36.564459Z,GraphQL,C2,recent_pull_requests,odoo/odoo,odoo,odoo,19,1,200,1,858.196,2831,1,1,GITHUB_GRAPHQL_TOKEN,
odoo/odoo:C2:run019:REST,odoo/odoo:C2:run019,2026-06-22T11:06:37.389615Z,REST,C2,recent_pull_requests,odoo/odoo,odoo,odoo,19,2,200,1,821.986,163233,1,1,GITHUB_REST_TOKEN,
odoo/odoo:C3:run019:GraphQL,odoo/odoo:C3:run019,2026-06-22T11:06:37.994620Z,GraphQL,C3,recent_issues,odoo/odoo,odoo,odoo,19,1,200,1,603.840,2578,1,1,GITHUB_GRAPHQL_TOKEN,
odoo/odoo:C3:run019:REST,odoo/odoo:C3:run019,2026-06-22T11:06:38.589361Z,REST,C3,recent_issues,odoo/odoo,odoo,odoo,19,2,200,1,593.021,42485,1,1,GITHUB_REST_TOKEN,
odoo/odoo:C4:run019:REST,odoo/odoo:C4:run019,2026-06-22T11:06:41.446660Z,REST,C4,combined_repository_prs_issues,odoo/odoo,odoo,odoo,19,1,200,1,2852.706,211610,3,3,GITHUB_REST_TOKEN,
odoo/odoo:C4:run019:GraphQL,odoo/odoo:C4:run019,2026-06-22T11:06:42.602818Z,GraphQL,C4,combined_repository_prs_issues,odoo/odoo,odoo,odoo,19,2,200,1,1154.993,5806,1,1,GITHUB_GRAPHQL_TOKEN,
jingyaogong/minimind:C1:run019:GraphQL,jingyaogong/minimind:C1:run019,2026-06-22T11:06:43.113749Z,GraphQL,C1,repository_metadata,jingyaogong/minimind,jingyaogong,minimind,19,1,200,1,509.913,520,1,1,GITHUB_GRAPHQL_TOKEN,
jingyaogong/minimind:C1:run019:REST,jingyaogong/minimind:C1:run019,2026-06-22T11:06:43.476350Z,REST,C1,repository_metadata,jingyaogong/minimind,jingyaogong,minimind,19,2,200,1,361.592,5589,1,1,GITHUB_REST_TOKEN,
jingyaogong/minimind:C2:run019:GraphQL,jingyaogong/minimind:C2:run019,2026-06-22T11:06:44.113592Z,GraphQL,C2,recent_pull_requests,jingyaogong/minimind,jingyaogong,minimind,19,1,200,1,636.139,2736,1,1,GITHUB_GRAPHQL_TOKEN,
jingyaogong/minimind:C2:run019:REST,jingyaogong/minimind:C2:run019,2026-06-22T11:06:44.740930Z,REST,C2,recent_pull_requests,jingyaogong/minimind,jingyaogong,minimind,19,2,200,1,624.309,161559,1,1,GITHUB_REST_TOKEN,
jingyaogong/minimind:C3:run019:GraphQL,jingyaogong/minimind:C3:run019,2026-06-22T11:06:45.245225Z,GraphQL,C3,recent_issues,jingyaogong/minimind,jingyaogong,minimind,19,1,200,1,503.324,2304,1,1,GITHUB_GRAPHQL_TOKEN,
jingyaogong/minimind:C3:run019:REST,jingyaogong/minimind:C3:run019,2026-06-22T11:06:45.819582Z,REST,C3,recent_issues,jingyaogong/minimind,jingyaogong,minimind,19,2,200,1,572.601,46368,1,1,GITHUB_REST_TOKEN,
jingyaogong/minimind:C4:run019:GraphQL,jingyaogong/minimind:C4:run019,2026-06-22T11:06:46.703183Z,GraphQL,C4,combined_repository_prs_issues,jingyaogong/minimind,jingyaogong,minimind,19,1,200,1,882.362,5522,1,1,GITHUB_GRAPHQL_TOKEN,
jingyaogong/minimind:C4:run019:REST,jingyaogong/minimind:C4:run019,2026-06-22T11:06:48.620801Z,REST,C4,combined_repository_prs_issues,jingyaogong/minimind,jingyaogong,minimind,19,2,200,1,1912.663,213516,3,3,GITHUB_REST_TOKEN,
donnemartin/system-design-primer:C2:run020:REST,donnemartin/system-design-primer:C2:run020,2026-06-22T11:06:49.519209Z,REST,C2,recent_pull_requests,donnemartin/system-design-primer,donnemartin,system-design-primer,20,1,200,1,894.000,177110,1,1,GITHUB_REST_TOKEN,
donnemartin/system-design-primer:C2:run020:GraphQL,donnemartin/system-design-primer:C2:run020,2026-06-22T11:06:50.180045Z,GraphQL,C2,recent_pull_requests,donnemartin/system-design-primer,donnemartin,system-design-primer,20,2,200,1,659.779,2684,1,1,GITHUB_GRAPHQL_TOKEN,
donnemartin/system-design-primer:C3:run020:REST,donnemartin/system-design-primer:C3:run020,2026-06-22T11:06:50.929458Z,REST,C3,recent_issues,donnemartin/system-design-primer,donnemartin,system-design-primer,20,1,200,1,747.720,28146,1,1,GITHUB_REST_TOKEN,
donnemartin/system-design-primer:C3:run020:GraphQL,donnemartin/system-design-primer:C3:run020,2026-06-22T11:06:51.436649Z,GraphQL,C3,recent_issues,donnemartin/system-design-primer,donnemartin,system-design-primer,20,2,200,1,506.064,2090,1,1,GITHUB_GRAPHQL_TOKEN,
donnemartin/system-design-primer:C4:run020:GraphQL,donnemartin/system-design-primer:C4:run020,2026-06-22T11:06:52.287232Z,GraphQL,C4,combined_repository_prs_issues,donnemartin/system-design-primer,donnemartin,system-design-primer,20,1,200,1,849.424,5275,1,1,GITHUB_GRAPHQL_TOKEN,
donnemartin/system-design-primer:C4:run020:REST,donnemartin/system-design-primer:C4:run020,2026-06-22T11:06:54.354056Z,REST,C4,combined_repository_prs_issues,donnemartin/system-design-primer,donnemartin,system-design-primer,20,2,200,1,2062.137,211426,3,3,GITHUB_REST_TOKEN,
vinta/awesome-python:C1:run020:REST,vinta/awesome-python:C1:run020,2026-06-22T11:06:54.789519Z,REST,C1,repository_metadata,vinta/awesome-python,vinta,awesome-python,20,1,200,1,434.357,5478,1,1,GITHUB_REST_TOKEN,
vinta/awesome-python:C1:run020:GraphQL,vinta/awesome-python:C1:run020,2026-06-22T11:06:55.217094Z,GraphQL,C1,repository_metadata,vinta/awesome-python,vinta,awesome-python,20,2,200,1,426.597,482,1,1,GITHUB_GRAPHQL_TOKEN,
vinta/awesome-python:C2:run020:REST,vinta/awesome-python:C2:run020,2026-06-22T11:06:55.838039Z,REST,C2,recent_pull_requests,vinta/awesome-python,vinta,awesome-python,20,1,200,1,617.440,164139,1,1,GITHUB_REST_TOKEN,
vinta/awesome-python:C2:run020:GraphQL,vinta/awesome-python:C2:run020,2026-06-22T11:06:56.553302Z,GraphQL,C2,recent_pull_requests,vinta/awesome-python,vinta,awesome-python,20,2,200,1,714.203,2619,1,1,GITHUB_GRAPHQL_TOKEN,
vinta/awesome-python:C3:run020:REST,vinta/awesome-python:C3:run020,2026-06-22T11:06:57.044954Z,REST,C3,recent_issues,vinta/awesome-python,vinta,awesome-python,20,1,200,1,490.506,79,1,1,GITHUB_REST_TOKEN,
vinta/awesome-python:C3:run020:GraphQL,vinta/awesome-python:C3:run020,2026-06-22T11:06:57.425752Z,GraphQL,C3,recent_issues,vinta/awesome-python,vinta,awesome-python,20,2,200,1,379.869,47,1,1,GITHUB_GRAPHQL_TOKEN,
vinta/awesome-python:C4:run020:GraphQL,vinta/awesome-python:C4:run020,2026-06-22T11:06:58.098482Z,GraphQL,C4,combined_repository_prs_issues,vinta/awesome-python,vinta,awesome-python,20,1,200,1,671.262,3110,1,1,GITHUB_GRAPHQL_TOKEN,
vinta/awesome-python:C4:run020:REST,vinta/awesome-python:C4:run020,2026-06-22T11:06:59.803045Z,REST,C4,combined_repository_prs_issues,vinta/awesome-python,vinta,awesome-python,20,2,200,1,1701.769,169696,3,3,GITHUB_REST_TOKEN,
